Local time,Open,High,Low,Close,Volume
01.03.2010 22:00:00.000 GMT-0000,89.115,89.305,89.074,89.245,31401.9004
02.03.2010 02:00:00.000 GMT-0000,89.245,89.370,89.197,89.295,27199.4399
02.03.2010 06:00:00.000 GMT-0000,89.295,89.360,88.890,89.020,85875.3008
02.03.2010 10:00:00.000 GMT-0000,89.020,89.240,88.975,89.170,80491.6992
02.03.2010 14:00:00.000 GMT-0000,89.175,89.200,88.925,89.010,84235.8984
02.03.2010 18:00:00.000 GMT-0000,89.010,89.015,88.550,88.845,55445.3413
02.03.2010 22:00:00.000 GMT-0000,88.840,88.840,88.470,88.695,48254.3999
03.03.2010 02:00:00.000 GMT-0000,88.710,88.870,88.620,88.860,43936.409700000004
03.03.2010 06:00:00.000 GMT-0000,88.860,88.990,88.580,88.725,82792.3984
03.03.2010 10:00:00.000 GMT-0000,88.725,88.900,88.635,88.730,75340.60930000001
03.03.2010 14:00:00.000 GMT-0000,88.730,88.870,88.320,88.400,83481.70989999999
03.03.2010 18:00:00.000 GMT-0000,88.400,88.500,88.350,88.450,46995.9099
03.03.2010 22:00:00.000 GMT-0000,88.450,88.630,88.415,88.450,36776.701
04.03.2010 02:00:00.000 GMT-0000,88.450,88.520,88.355,88.390,36132.4004
04.03.2010 06:00:00.000 GMT-0000,88.385,88.565,88.135,88.495,77127.1992
04.03.2010 10:00:00.000 GMT-0000,88.495,88.860,88.290,88.790,64302.3008
04.03.2010 14:00:00.000 GMT-0000,88.795,89.210,88.795,89.110,80923.41990000001
04.03.2010 18:00:00.000 GMT-0000,89.100,89.250,89.015,89.015,21660.299600000002
04.03.2010 22:00:00.000 GMT-0000,89.000,89.350,88.975,89.310,35125.6601
05.03.2010 02:00:00.000 GMT-0000,89.310,89.325,89.175,89.285,28603.5
05.03.2010 06:00:00.000 GMT-0000,89.285,89.440,89.200,89.230,60427.0996
05.03.2010 10:00:00.000 GMT-0000,89.230,90.275,89.225,90.140,60443.1992
05.03.2010 14:00:00.000 GMT-0000,90.140,90.585,89.985,90.400,97219.5
05.03.2010 18:00:00.000 GMT-0000,90.410,90.455,90.240,90.260,35826.8001
07.03.2010 22:00:00.000 GMT-0000,90.445,90.675,90.340,90.405,62371.33899999999
08.03.2010 02:00:00.000 GMT-0000,90.405,90.460,90.340,90.440,53397.8496
08.03.2010 06:00:00.000 GMT-0000,90.440,90.480,90.175,90.210,94473.79980000001
08.03.2010 10:00:00.000 GMT-0000,90.210,90.445,90.150,90.300,92825.7988
08.03.2010 14:00:00.000 GMT-0000,90.300,90.490,90.220,90.360,108312.14069999999
08.03.2010 18:00:00.000 GMT-0000,90.360,90.400,90.240,90.300,41105.3301
08.03.2010 22:00:00.000 GMT-0000,90.295,90.325,89.985,90.040,58002.0598
09.03.2010 02:00:00.000 GMT-0000,90.040,90.050,89.875,89.990,47932.1006
09.03.2010 06:00:00.000 GMT-0000,89.990,90.100,89.630,89.740,112394.4883
09.03.2010 10:00:00.000 GMT-0000,89.740,89.870,89.670,89.760,102005.1562
09.03.2010 14:00:00.000 GMT-0000,89.760,89.965,89.755,89.930,124235.998
09.03.2010 18:00:00.000 GMT-0000,89.930,90.045,89.880,89.965,60809.6691
09.03.2010 22:00:00.000 GMT-0000,89.950,90.080,89.840,90.015,46881.1602
10.03.2010 02:00:00.000 GMT-0000,90.015,90.100,89.965,90.100,43188.6006
10.03.2010 06:00:00.000 GMT-0000,90.100,90.390,89.935,90.310,99485.10059999999
10.03.2010 10:00:00.000 GMT-0000,90.305,90.510,90.285,90.390,95979.8008
10.03.2010 14:00:00.000 GMT-0000,90.390,90.820,90.390,90.540,109871.8106
10.03.2010 18:00:00.000 GMT-0000,90.540,90.590,90.470,90.500,48488.8994
10.03.2010 22:00:00.000 GMT-0000,90.500,90.545,90.385,90.415,42514.2002
11.03.2010 02:00:00.000 GMT-0000,90.415,90.425,90.205,90.380,55744.6006
11.03.2010 06:00:00.000 GMT-0000,90.375,90.530,90.320,90.515,75782.8008
11.03.2010 10:00:00.000 GMT-0000,90.515,90.710,90.325,90.510,85736
11.03.2010 14:00:00.000 GMT-0000,90.510,90.620,90.350,90.545,113421.5996
11.03.2010 18:00:00.000 GMT-0000,90.550,90.650,90.460,90.500,57541.300299999995
11.03.2010 22:00:00.000 GMT-0000,90.495,90.740,90.470,90.610,43424.500499999995
12.03.2010 02:00:00.000 GMT-0000,90.605,90.675,90.560,90.630,41154.2197
12.03.2010 06:00:00.000 GMT-0000,90.630,90.685,90.280,90.300,99564.09760000001
12.03.2010 10:00:00.000 GMT-0000,90.300,90.970,90.165,90.945,100388.3184
12.03.2010 14:00:00.000 GMT-0000,90.950,91.085,90.285,90.430,123168.40819999999
12.03.2010 18:00:00.000 GMT-0000,90.430,90.575,90.425,90.540,46301.501
14.03.2010 21:00:00.000 GMT-0000,90.823,90.824,90.530,90.740,46597.8999
15.03.2010 01:00:00.000 GMT-0000,90.740,90.755,90.570,90.600,54594.8994
15.03.2010 05:00:00.000 GMT-0000,90.600,90.750,90.550,90.670,67269.7012
15.03.2010 09:00:00.000 GMT-0000,90.665,90.790,90.625,90.695,79048.29980000001
15.03.2010 13:00:00.000 GMT-0000,90.690,90.760,90.365,90.515,98014.0098
15.03.2010 17:00:00.000 GMT-0000,90.510,90.540,90.350,90.515,47318.8496
15.03.2010 21:00:00.000 GMT-0000,90.515,90.535,90.185,90.220,41827.6799
16.03.2010 01:00:00.000 GMT-0000,90.220,90.290,89.960,90.100,48198.8999
16.03.2010 05:00:00.000 GMT-0000,90.100,90.480,90.010,90.455,92826.00200000001
16.03.2010 09:00:00.000 GMT-0000,90.460,90.730,90.445,90.480,121977.6407
16.03.2010 13:00:00.000 GMT-0000,90.480,90.535,90.240,90.485,121207.75
16.03.2010 17:00:00.000 GMT-0000,90.485,90.700,90.155,90.295,61095.781299999995
16.03.2010 21:00:00.000 GMT-0000,90.290,90.450,90.210,90.435,27956.500500000002
